Période/Production totale nette d'électricité (en GWh)/Production nette d'électricité primaire (en GWh)/Production nette d'électricité nucléaire (en GWh)/Production nette d'électricité hydraulique (en GWh)/Production nette d'électricité éolienne (en GWh)/Production nette d'électricité photovoltaïque (en GWh)/Production nette d'électricité thermique (en GWh)/Électricité absorbée pour les pompages (en GWh)/Total des importations physiques d'électricité (en GWh)/Total des exportations physiques d'électricité (en GWh)/Consommation d'électricité primaire corrigée du climat (en GWh)
2019-01-01 00:00:00/55985.06/48564.39/40157.97/4990.301/2956.48/459.642/7420.67/520.554/2744.05/4077.859/46279.17
2019-02-01 00:00:00/50267.51/44506.7/36089.94/5061.211/2612.718/742.8406/5760.804/438.612/961.316/6486.471/40498.06
2019-03-01 00:00:00/50573.2/46186.9/35497.69/5174.066/4492.032/1023.112/4386.301/570.745/649.501/7441.433/40316.61
2019-04-01 00:00:00/42452.86/39656.29/31756.65/4515.645/2342.035/1041.965/2796.567/392.866/1051.872/5510.512/35362.86
2019-05-01 00:00:00/43386.42/40750.89/31668.78/5567.159/2251.444/1263.508/2635.522/586.292/243.469/7715.227/30157.99
2019-06-01 00:00:00/39957.06/37588.39/28560.69/5777.742/1887.484/1362.478/2368.673/540.486/325.096/7450.714/29922.29
2019-07-01 00:00:00/40295.99/36781.44/29195.02/4401.95/1738.323/1446.15/3514.543/380.229/891.386/6513.92/30778.68
2019-08-01 00:00:00/37347.12/34489.23/27721.15/3752.113/1647.913/1368.053/2857.899/512.064/796.844/6372.76/28401.25
2019-09-01 00:00:00/37438.58/33962.28/27533.45/2582.934/2686.215/1159.681/3476.303/557.046/1078.118/5971.278/28512.07
2019-10-01 00:00:00/40997.46/37170.73/29162.93/3808.479/3420.14/779.1817/3826.728/514.803/1292.679/5574.402/34797.4
2019-11-01 00:00:00/46161.41/39559.67/29133.65/6501.401/3406.107/518.5102/6601.739/599.72/2814.262/4202.148/37613.1
2019-12-01 00:00:00/51297.84/45997.96/32985.84/7870.812/4694.452/446.8605/5299.88/713.606/2008.264/5577.325/43596.64
2020-01-01 00:00:00/54782.26/48287.85/37352.41/6342.817/4165.916/426.7041/6494.404/532.406/1516.589/6033.204/44994.37
2020-02-01 00:00:00/50912.21/46128.68/33178.56/6312.998/5894.344/742.7831/4783.528/647.427/474.307/7224.221/41711.32
2020-03-01 00:00:00/48237.56/43559.27/30624.87/7377.404/4494.178/1062.814/4678.299/573.772/978.799/6971.118/37526.87
2020-04-01 00:00:00/36786.51/35537.57/26823.54/5121.993/2277.625/1314.414/1248.94/573.465/738.124/6430.474/33207.91
2020-05-01 00:00:00/37588.53/35695.86/24714.65/6720.201/2659.189/1601.817/1892.675/567.208/555.681/6948.632/30654.25
2020-06-01 00:00:00/34412.15/31295.73/21334.97/6391.211/2046.563/1522.991/3116.413/431.32/1220.535/4541.422/27543.53
2020-07-01 00:00:00/34308.21/30910.42/22499.44/4615.163/2092.5/1703.321/3397.791/257.252/2286.605/3587.292/29352.48
2020-08-01 00:00:00/33257.55/30087.58/22876.54/3688.98/2019.426/1502.633/3169.97/400.026/2072.599/3813.765/27946.39
